skill,problem_id,user_id,assignment_id,assistment_id,start_time,end_time,problem_type,original,correct,hint_count
Box and Whisker,36843,52851,176528,27833,21:51.6,24:38.3,algebra,1,1,0
Box and Whisker,36843,52851,176529,27833,07:11.6,07:16.6,algebra,1,1,0
Congruence,1263,52851,176408,1263,23:04.0,23:10.5,algebra,1,0,0
Congruence,1263,52851,176410,1263,33:38.9,33:51.2,algebra,1,0,0
Box and Whisker,36843,52852,176528,27833,31:16.4,31:58.2,algebra,1,1,0
Box and Whisker,36843,52852,176529,27833,39:09.2,39:53.9,algebra,1,1,0
Box and Whisker,36843,52853,176528,27833,38:01.3,38:57.0,algebra,1,0,0
Box and Whisker,36843,52853,176529,27833,51:36.9,51:45.6,algebra,1,1,0
Inverse Relations,2213,52853,176451,2213,10:01.4,10:20.3,choose_1,1,1,0
Inverse Relations,833,52853,176451,833,10:20.6,10:51.0,choose_1,1,0,0
Box and Whisker,36843,52856,176528,27833,27:06.6,27:55.9,algebra,1,0,0
Box and Whisker,36843,52856,176529,27833,17:14.3,17:27.9,algebra,1,1,0
Inverse Relations,833,52856,176408,833,34:36.9,34:43.5,choose_1,1,0,0
Congruence,4468,52856,176419,4468,23:18.1,23:52.5,algebra,1,0,0
Box and Whisker,36843,52859,176528,27833,43:46.4,45:41.2,algebra,1,0,0
Box and Whisker,36843,52861,176528,27833,14:57.2,15:51.8,algebra,1,0,0
Congruence,1263,52861,176408,1263,54:50.8,55:31.8,algebra,1,0,0
Box and Whisker,36843,52861,176529,27833,13:28.7,13:29.3,algebra,1,1,0
Congruence,4468,52861,176419,4468,53:37.9,54:16.8,algebra,1,0,0
Box and Whisker,36843,52867,176528,27833,03:46.7,04:24.2,algebra,1,0,0
Box and Whisker,36843,52867,176529,27833,36:55.0,37:14.6,algebra,1,1,0
Congruence,1263,52867,176408,1263,48:16.4,48:42.7,algebra,1,1,0
Inverse Relations,882,52867,176451,882,34:33.5,35:01.0,choose_1,1,1,0
Inverse Relations,833,52867,176451,833,35:02.3,35:19.7,choose_1,1,1,0
Inverse Relations,2213,52867,176451,2213,39:01.5,39:14.1,choose_1,1,0,0
Inverse Relations,8718,52867,176451,8718,12:22.8,13:14.2,choose_1,1,1,0
Box and Whisker,36843,52868,176528,27833,02:36.9,03:12.6,algebra,1,1,0
Congruence,1263,52868,176408,1263,46:33.9,47:26.7,algebra,1,0,0
Inverse Relations,882,52868,176451,882,37:12.5,37:34.5,choose_1,1,0,0
Inverse Relations,833,52868,176451,833,37:35.8,37:52.6,choose_1,1,0,0
Inverse Relations,2213,52868,176451,2213,50:19.7,50:29.4,choose_1,1,1,0
Box and Whisker,36843,52869,176528,27833,08:34.5,09:24.3,algebra,1,0,0
Inverse Relations,882,52869,176451,882,51:23.1,51:29.9,choose_1,1,0,0
Inverse Relations,833,52869,176451,833,51:56.4,52:09.8,choose_1,1,1,0
Box and Whisker,36843,52870,176528,27833,13:14.2,14:30.7,algebra,1,0,0
Inverse Relations,2213,52870,176451,2213,41:42.1,42:09.5,choose_1,1,1,0
Inverse Relations,833,52870,176451,833,42:10.8,42:36.6,choose_1,1,0,0
Box and Whisker,36843,52871,176528,27833,02:24.9,03:27.5,algebra,1,0,0
Box and Whisker,36843,52871,176529,27833,20:27.2,20:46.4,algebra,1,1,0
Inverse Relations,882,52871,176451,882,49:45.9,50:35.3,choose_1,1,1,0
Inverse Relations,833,52871,176451,833,50:36.6,51:37.1,choose_1,1,1,0
Inverse Relations,2213,52871,176451,2213,57:41.7,58:32.7,choose_1,1,1,0
Inverse Relations,8718,52871,176451,8718,29:02.9,29:58.2,choose_1,1,1,0
Box and Whisker,36843,52872,176528,27833,07:49.3,10:28.9,algebra,1,0,0
Box and Whisker,36843,52872,176529,27833,37:38.1,37:45.7,algebra,1,1,0
Inverse Relations,882,52872,176408,882,58:21.7,59:42.1,choose_1,1,0,0
Inverse Relations,882,52872,176451,882,49:34.9,50:32.5,choose_1,1,1,0
Inverse Relations,833,52872,176451,833,50:33.9,51:40.2,choose_1,1,1,0
Box and Whisker,36843,52873,176528,27833,02:03.6,02:42.1,algebra,1,0,0
Box and Whisker,36843,52873,176529,27833,56:12.5,56:19.8,algebra,1,1,0
Congruence,1263,52873,176408,1263,12:27.8,13:47.8,algebra,1,0,0
Inverse Relations,2213,52873,176451,2213,41:06.3,41:16.7,choose_1,1,1,0
Inverse Relations,833,52873,176451,833,41:18.0,41:49.3,choose_1,1,0,0
Inverse Relations,882,52873,176451,882,19:29.3,20:25.0,choose_1,1,0,0
Inverse Relations,8718,52873,176451,8718,26:29.7,26:47.3,choose_1,1,1,0
Box and Whisker,36843,52874,176528,27833,08:02.0,08:37.4,algebra,1,1,0
Inverse Relations,2213,52874,176451,2213,49:36.7,49:54.1,choose_1,1,0,0
Inverse Relations,833,52874,176451,833,50:22.9,50:39.5,choose_1,1,0,0
Box and Whisker,36843,52875,176528,27833,55:20.8,55:43.1,algebra,1,0,0
Box and Whisker,36843,52875,176529,27833,35:42.3,35:54.8,algebra,1,1,0
Inverse Relations,882,52875,176451,882,38:00.9,38:40.4,choose_1,1,1,0
Inverse Relations,833,52875,176451,833,38:41.7,39:28.0,choose_1,1,1,0
Inverse Relations,2213,52875,176451,2213,53:29.0,54:22.4,choose_1,1,1,0
Inverse Relations,8718,52875,176451,8718,51:34.0,51:54.4,choose_1,1,1,0
Box and Whisker,36843,52876,176528,27833,09:00.2,11:00.9,algebra,1,0,0
Inverse Relations,2213,52876,176451,2213,48:47.0,49:02.5,choose_1,1,1,0
Inverse Relations,833,52876,176451,833,49:03.2,50:09.7,choose_1,1,1,0
Inverse Relations,882,52876,176451,882,18:41.0,20:29.6,choose_1,1,1,0
Inverse Relations,8718,52876,176451,8718,22:00.6,23:52.2,choose_1,1,1,0
Box and Whisker,36843,52877,176528,27833,37:04.6,37:40.2,algebra,1,0,0
Box and Whisker,36843,52877,176529,27833,25:53.0,26:04.9,algebra,1,1,0
Inverse Relations,2213,52877,176451,2213,05:57.8,06:09.2,choose_1,1,1,0
Inverse Relations,833,52877,176451,833,06:09.8,06:26.5,choose_1,1,0,0
Box and Whisker,36843,52878,176528,27833,13:25.4,15:57.0,algebra,1,0,0
Box and Whisker,36843,52878,176529,27833,39:04.8,39:11.2,algebra,1,1,0
Box and Whisker,36843,52879,176528,27833,51:10.3,51:43.2,algebra,1,1,0
Box and Whisker,36843,52879,176529,27833,15:26.7,16:05.2,algebra,1,1,0
Box and Whisker,36843,52880,176528,27833,08:01.4,08:33.0,algebra,1,0,0
Congruence,1263,52880,176408,1263,50:32.4,53:35.3,algebra,1,0,0
Box and Whisker,36843,52881,176528,27833,14:38.7,15:28.5,algebra,1,1,0
Box and Whisker,36843,52881,176529,27833,39:30.5,39:49.1,algebra,1,1,0
Inverse Relations,2213,52881,176451,2213,51:31.7,51:58.1,choose_1,1,1,0
Inverse Relations,833,52881,176451,833,52:02.8,52:08.4,choose_1,1,1,0
Box and Whisker,36843,52882,176528,27833,00:03.5,00:58.1,algebra,1,0,0
Box and Whisker,36843,52882,176529,27833,35:10.6,35:19.3,algebra,1,1,0
Inverse Relations,882,52882,176451,882,38:51.5,39:17.0,choose_1,1,1,0
Inverse Relations,833,52882,176451,833,39:18.6,39:42.2,choose_1,1,1,0
Inverse Relations,2213,52882,176451,2213,43:56.0,44:08.8,choose_1,1,1,0
Box and Whisker,36843,52883,176528,27833,16:59.8,18:29.3,algebra,1,1,0
Congruence,4468,52883,176419,4468,39:12.2,39:56.8,algebra,1,1,0
Inverse Relations,2213,52883,176451,2213,46:10.6,46:30.0,choose_1,1,1,0
Inverse Relations,833,52883,176451,833,46:31.4,46:46.7,choose_1,1,0,0
Box and Whisker,36843,52886,176528,27833,01:38.0,02:22.7,algebra,1,0,0
Box and Whisker,36843,52886,176529,27833,35:47.5,36:09.8,algebra,1,1,0
Inverse Relations,882,52886,176408,882,58:27.0,58:39.0,choose_1,1,0,0
Inverse Relations,882,52886,176451,882,40:02.0,40:16.3,choose_1,1,0,0
Inverse Relations,833,52886,176451,833,40:41.7,41:42.2,choose_1,1,1,0
Box and Whisker,36843,52887,176528,27833,01:40.3,01:57.8,algebra,1,0,0
Inverse Relations,882,52887,176451,882,48:12.2,48:27.1,choose_1,1,0,0
Inverse Relations,833,52887,176451,833,49:01.0,49:26.4,choose_1,1,0,0
Inverse Relations,2213,52887,176451,2213,29:37.7,29:54.4,choose_1,1,1,0
Inverse Relations,8718,52887,176451,8718,59:35.1,00:03.9,choose_1,1,1,0
Box and Whisker,36843,52889,176528,27833,43:02.9,44:09.6,algebra,1,1,0
Box and Whisker,36843,52890,176528,27833,13:17.8,13:42.4,algebra,1,0,0
Inverse Relations,882,52890,176451,882,39:53.3,40:30.9,choose_1,1,0,0
Inverse Relations,833,52890,176451,833,40:32.2,40:50.6,choose_1,1,1,0
Inverse Relations,2213,52890,176451,2213,57:04.2,57:25.6,choose_1,1,1,0
Box and Whisker,36843,52891,176528,27833,13:26.6,14:51.5,algebra,1,0,0
Inverse Relations,2213,52891,176451,2213,50:38.8,51:14.6,choose_1,1,0,0
Inverse Relations,833,52891,176451,833,51:41.8,52:14.3,choose_1,1,0,0
Box and Whisker,36843,53077,175444,27833,37:09.8,37:37.0,algebra,1,0,0
Congruence,4468,53077,175335,4468,37:07.8,37:19.6,algebra,1,0,0
Box and Whisker,36843,53081,175444,27833,31:01.8,31:08.3,algebra,1,0,0
Box and Whisker,36843,53084,175444,27833,21:48.4,22:07.8,algebra,1,0,0
Congruence,34333,53084,175413,26517,48:59.6,49:53.2,choose_1,1,0,0
Congruence,33736,53084,175413,26291,49:54.6,50:08.3,choose_1,1,0,0
Congruence,33746,53084,175413,26292,50:25.1,50:36.3,choose_1,1,0,0
Congruence,33654,53084,175413,26272,50:47.5,50:58.9,choose_1,1,1,0
Congruence,4468,53084,175335,4468,07:04.0,07:07.7,algebra,1,0,0
Congruence,34333,53086,175413,26517,01:19.8,01:33.5,choose_1,1,0,0
Congruence,33736,53086,175413,26291,01:57.7,02:29.2,choose_1,1,1,0
Congruence,33746,53086,175413,26292,02:30.5,02:55.9,choose_1,1,0,0
Congruence,33654,53086,175413,26272,03:06.9,03:15.2,choose_1,1,1,0
Box and Whisker,36843,53090,175444,27833,29:57.2,30:31.7,algebra,1,0,0
Congruence,34333,53091,175413,26517,37:49.2,39:03.4,choose_1,1,0,0
Congruence,33736,53091,175413,26291,39:05.3,41:00.9,choose_1,1,1,0
Congruence,33746,53091,175413,26292,41:02.3,41:52.5,choose_1,1,0,0
Congruence,33654,53091,175413,26272,42:42.0,42:58.5,choose_1,1,0,0
Box and Whisker,36843,53095,175444,27833,32:05.0,46:10.5,algebra,1,0,0
Congruence,4468,53095,175335,4468,42:27.9,42:30.7,algebra,1,0,0
Congruence,34333,53095,175413,26517,04:15.1,04:24.4,choose_1,1,0,0
Congruence,33736,53095,175413,26291,04:32.7,04:36.3,choose_1,1,0,0
Congruence,33746,53095,175413,26292,05:06.0,05:10.3,choose_1,1,0,0
Box and Whisker,36843,53102,175444,27833,26:13.0,27:06.9,algebra,1,0,0
Congruence,1263,53102,175426,1263,33:48.3,34:14.7,algebra,1,0,0
Congruence,34333,53102,175413,26517,37:15.7,37:26.0,choose_1,1,0,0
Congruence,33736,53102,175413,26291,37:27.5,37:37.8,choose_1,1,1,0
Congruence,33746,53102,175413,26292,37:39.1,37:45.4,choose_1,1,0,0
Congruence,33654,53102,175413,26272,37:57.8,38:03.2,choose_1,1,1,0
Congruence,4468,53102,175335,4468,08:02.1,08:03.7,algebra,1,0,0
Box and Whisker,36843,53103,175444,27833,24:49.4,27:03.9,algebra,1,0,0
Congruence,1263,53103,175426,1263,37:06.2,37:41.3,algebra,1,0,0
Box and Whisker,36843,53105,175444,27833,19:02.8,20:22.2,algebra,1,0,0
Congruence,1263,53105,175426,1263,33:13.8,34:09.6,algebra,1,1,0
Congruence,34333,53105,175413,26517,33:37.6,55:02.0,choose_1,1,0,0
Congruence,33736,53105,175413,26291,55:04.3,55:25.1,choose_1,1,1,0
Congruence,33746,53105,175413,26292,55:28.4,55:51.9,choose_1,1,0,0
Congruence,33654,53105,175413,26272,56:26.1,56:42.4,choose_1,1,0,0
Congruence,4468,53105,175335,4468,35:24.0,35:57.7,algebra,1,0,0
Inverse Relations,4535,53107,175361,4535,02:55.9,03:05.5,choose_1,1,0,0
Box and Whisker,36843,53108,175444,27833,20:57.5,22:15.1,algebra,1,0,0
Congruence,1263,53108,175426,1263,52:17.5,52:27.0,algebra,1,0,0
Inverse Relations,4535,53108,175361,4535,35:22.0,35:25.2,choose_1,1,0,0
Congruence,34333,53108,175413,26517,42:43.9,42:53.3,choose_1,1,0,0
Congruence,33736,53108,175413,26291,42:56.7,42:59.9,choose_1,1,0,0
Congruence,33746,53108,175413,26292,43:25.4,43:45.8,choose_1,1,0,0
Congruence,33654,53108,175413,26272,44:11.6,44:42.2,choose_1,1,0,0
Congruence,4468,53108,175335,4468,13:30.8,13:45.1,algebra,1,0,0
Box and Whisker,36843,53110,175444,27833,18:42.9,20:57.8,algebra,1,0,0
Inverse Relations,882,53110,175438,882,34:03.1,34:03.1,choose_1,1,0,0
Congruence,1263,53113,175426,1263,19:39.0,21:15.0,algebra,1,0,0
Congruence,34333,53113,175413,26517,21:49.5,22:06.9,choose_1,1,0,0
Congruence,33736,53113,175413,26291,22:08.1,22:36.5,choose_1,1,1,0
Congruence,33746,53113,175413,26292,22:38.7,23:13.0,choose_1,1,1,0
Congruence,33654,53113,175413,26272,23:15.2,23:37.4,choose_1,1,1,0
Congruence,4468,53113,175335,4468,42:45.9,43:31.7,algebra,1,0,0
Congruence,1263,53117,175426,1263,33:51.0,36:38.7,algebra,1,1,0
Congruence,34333,53117,175413,26517,57:24.1,57:35.7,choose_1,1,0,0
Congruence,33736,53117,175413,26291,57:37.9,58:00.2,choose_1,1,1,0
Congruence,33746,53117,175413,26292,58:01.5,58:26.9,choose_1,1,1,0
Congruence,33654,53117,175413,26272,58:28.2,58:37.6,choose_1,1,0,0
Congruence,4468,53117,175335,4468,20:51.6,22:02.8,algebra,1,0,0
Congruence,34333,53118,175413,26517,37:48.1,38:10.5,choose_1,1,0,0
Congruence,33736,53118,175413,26291,38:11.8,38:31.3,choose_1,1,1,0
Congruence,33746,53118,175413,26292,38:32.6,38:59.8,choose_1,1,0,0
Congruence,33654,53118,175413,26272,39:08.9,39:15.2,choose_1,1,0,0
Congruence,4468,53118,175335,4468,11:47.7,11:51.0,algebra,1,0,0
Box and Whisker,36843,53121,175444,27833,20:57.0,20:59.9,algebra,1,0,0
Box and Whisker,36843,53121,175445,27833,28:19.7,31:52.4,algebra,1,0,1
Congruence,1263,53121,175426,1263,24:54.6,24:48.0,algebra,1,0,0
Congruence,1263,53125,175326,1263,46:24.5,47:05.5,algebra,1,0,0
Congruence,4468,53125,175335,4468,19:42.7,23:51.2,algebra,1,0,0
Box and Whisker,36843,53126,175444,27833,35:35.8,37:19.9,algebra,1,0,0
Congruence,1263,53126,175426,1263,34:16.4,34:43.2,algebra,1,0,0
Congruence,34333,53126,175413,26517,51:09.5,52:07.2,choose_1,1,0,0
Congruence,33736,53126,175413,26291,52:08.9,52:47.6,choose_1,1,1,0
Congruence,33746,53126,175413,26292,52:49.0,53:49.2,choose_1,1,1,0
Congruence,33654,53126,175413,26272,53:50.5,54:08.0,choose_1,1,1,0
Congruence,4468,53126,175335,4468,24:24.2,26:28.0,algebra,1,0,0
Box and Whisker,36843,53127,175444,27833,19:00.8,20:58.3,algebra,1,0,0
Congruence,4468,53127,175335,4468,54:43.5,55:04.4,algebra,1,0,0
Box and Whisker,36843,53161,175998,27833,34:03.7,34:18.2,algebra,1,1,0
Box and Whisker,36843,53161,175999,27833,23:56.2,24:32.3,algebra,1,1,0
Box and Whisker,28916,53161,175946,24734,05:25.9,07:38.1,fill_in_1,1,0,4
Box and Whisker,28913,53161,175946,24731,09:26.5,09:56.1,choose_1,1,1,0
Box and Whisker,28915,53161,175946,24733,10:34.8,11:09.5,fill_in_1,1,1,0
Congruence,1263,53161,175918,1263,40:23.4,40:29.2,algebra,1,0,0
Inverse Relations,882,53161,175992,882,54:59.5,55:33.2,choose_1,1,0,0
Inverse Relations,833,53161,175992,833,55:41.7,55:46.3,choose_1,1,0,0
Inverse Relations,8718,53161,175992,8718,55:48.9,56:08.0,choose_1,1,0,0
Inverse Relations,4535,53161,175992,4535,56:08.5,55:41.2,choose_1,1,1,0
Inverse Relations,2213,53161,175992,2213,56:49.6,56:18.3,choose_1,1,0,0
Inverse Relations,882,53161,175901,882,32:58.2,33:08.5,choose_1,1,1,0
Inverse Relations,4535,53161,175901,4535,33:02.8,33:12.3,choose_1,1,1,0
Inverse Relations,2213,53161,175901,2213,33:13.7,33:49.1,choose_1,1,0,0
Inverse Relations,833,53161,175901,833,34:04.7,34:10.3,choose_1,1,0,0
Inverse Relations,833,53161,175878,833,48:55.4,48:59.8,choose_1,1,0,0
Box and Whisker,36843,53165,175998,27833,24:18.6,28:16.5,algebra,1,0,0
Box and Whisker,36843,53165,175999,27833,19:08.4,24:12.9,algebra,1,0,3
Box and Whisker,28916,53165,175946,24734,05:40.0,12:18.6,fill_in_1,1,0,0
Box and Whisker,28913,53165,175946,24731,15:40.5,17:58.5,choose_1,1,0,0
Box and Whisker,28915,53165,175946,24733,18:11.2,22:24.8,fill_in_1,1,0,0
Box and Whisker,36843,53172,175998,27833,32:52.5,37:29.8,algebra,1,0,0
Box and Whisker,36843,53172,175999,27833,39:12.6,39:28.7,algebra,1,1,0
Box and Whisker,28913,53172,175946,24731,10:22.1,12:13.2,choose_1,1,1,0
Box and Whisker,28916,53172,175946,24734,12:50.8,13:48.3,fill_in_1,1,1,0
Box and Whisker,28915,53172,175946,24733,16:40.1,17:19.9,fill_in_1,1,1,0
Inverse Relations,4535,53177,177337,4535,54:10.9,54:28.8,choose_1,1,0,0
Congruence,1263,53180,175426,1263,33:23.7,35:00.4,algebra,1,1,0
Congruence,4468,53180,175335,4468,40:57.9,41:14.9,algebra,1,0,0
Congruence,1263,53181,175426,1263,34:41.2,36:40.9,algebra,1,1,0
Congruence,4468,53181,175335,4468,43:39.5,43:47.9,algebra,1,0,0
Congruence,1263,53182,175426,1263,31:57.5,32:09.6,algebra,1,0,0
Congruence,4468,53182,175335,4468,42:53.0,45:36.9,algebra,1,0,0
Congruence,4468,53183,175335,4468,51:26.7,53:29.8,algebra,1,1,0
Congruence,1263,53186,175426,1263,34:17.9,34:50.8,algebra,1,1,0
Congruence,34333,53186,175413,26517,42:16.0,42:55.3,choose_1,1,0,0
Congruence,33736,53186,175413,26291,42:56.6,43:38.4,choose_1,1,0,0
Congruence,33746,53186,175413,26292,45:39.3,46:32.0,choose_1,1,0,0
Congruence,33654,53186,175413,26272,47:31.7,47:51.2,choose_1,1,1,0
Inverse Relations,8718,53187,175341,8718,51:08.4,51:10.2,choose_1,1,1,0
Congruence,1263,53187,175426,1263,29:02.3,30:06.0,algebra,1,0,0
Congruence,4468,53187,175335,4468,48:06.1,48:28.5,algebra,1,1,0
Congruence,1263,53188,175426,1263,33:09.5,33:22.2,algebra,1,1,0
Congruence,34333,53188,175413,26517,34:57.6,35:12.2,choose_1,1,0,0
Congruence,33736,53188,175413,26291,35:14.5,35:30.8,choose_1,1,0,0
Congruence,33746,53188,175413,26292,36:02.6,36:38.9,choose_1,1,1,0
Congruence,33654,53188,175413,26272,36:40.1,36:50.4,choose_1,1,1,0
Inverse Relations,833,53188,175324,833,51:51.2,52:09.5,choose_1,1,0,0
Congruence,4468,53188,175335,4468,27:17.7,27:57.2,algebra,1,1,0
Congruence,1263,53189,175426,1263,31:14.3,33:32.9,algebra,1,1,0
Congruence,4468,53189,175335,4468,48:27.0,48:38.6,algebra,1,1,0
Congruence,1263,53190,175426,1263,26:56.3,27:43.9,algebra,1,1,0
Inverse Relations,8718,53190,175341,8718,05:44.8,06:20.3,choose_1,1,1,0
Congruence,1263,53190,175324,1263,51:03.7,52:16.0,algebra,1,1,0
Congruence,4468,53190,175335,4468,25:46.0,26:10.5,algebra,1,1,0
Congruence,4468,53190,175337,4468,44:54.4,45:03.4,algebra,1,1,0
Congruence,1263,53194,175426,1263,40:07.4,40:34.9,algebra,1,1,0
Congruence,34333,53194,175413,26517,53:41.1,53:50.4,choose_1,1,0,0
Congruence,33736,53194,175413,26291,53:51.9,54:21.2,choose_1,1,1,0
Congruence,33746,53194,175413,26292,54:22.4,54:56.2,choose_1,1,0,0
Congruence,33654,53194,175413,26272,56:01.7,56:15.0,choose_1,1,1,0
Congruence,4468,53194,175335,4468,40:08.1,40:57.5,algebra,1,1,0
Inverse Relations,882,53194,175324,882,02:18.0,02:38.2,choose_1,1,0,0
Congruence,1263,53197,175426,1263,36:51.6,38:21.1,algebra,1,0,0
Congruence,1263,53199,175426,1263,36:17.2,37:36.9,algebra,1,0,0
Congruence,4468,53199,175335,4468,46:01.3,47:01.8,algebra,1,0,0
Congruence,1263,53202,175426,1263,32:06.3,33:21.3,algebra,1,0,0
Box and Whisker,36843,53203,175321,27833,05:10.2,05:56.8,algebra,1,0,0
Box and Whisker,36843,53203,175322,27833,38:41.1,38:55.7,algebra,1,1,0
Inverse Relations,2213,53203,175315,2213,13:23.2,13:42.2,choose_1,1,0,0
Inverse Relations,8718,53203,175315,8718,16:40.3,18:11.5,choose_1,1,0,0
Inverse Relations,882,53203,175315,882,20:54.8,21:22.2,choose_1,1,0,0
Inverse Relations,833,53203,175315,833,24:53.0,25:14.8,choose_1,1,0,0
Inverse Relations,4535,53203,175315,4535,25:57.7,26:12.3,choose_1,1,0,0
Box and Whisker,51438,53203,218156,33153,51:43.1,51:53.0,algebra,1,0,0
Box and Whisker,51418,53203,218156,33133,51:54.3,52:03.5,algebra,1,1,0
Box and Whisker,51458,53203,218156,33173,52:04.7,52:38.7,algebra,1,0,0
Box and Whisker,51400,53203,218156,33115,52:42.6,52:47.8,algebra,1,1,0
Box and Whisker,51421,53203,218156,33136,52:48.1,52:54.5,algebra,1,1,0
Box and Whisker,51461,53203,218156,33176,25:33.6,26:22.5,algebra,1,0,0
Box and Whisker,51393,53203,218156,33108,26:23.7,27:31.1,algebra,1,1,0
Box and Whisker,51395,53203,218156,33110,27:32.4,27:37.6,algebra,1,1,0
Box and Whisker,51399,53203,218156,33114,27:38.8,27:38.4,algebra,1,1,0
Inverse Relations,882,53203,175244,882,45:04.5,45:35.8,choose_1,1,0,0
Inverse Relations,833,53203,175244,833,46:16.5,46:37.9,choose_1,1,0,0
Box and Whisker,36843,53205,175998,27833,44:09.6,44:55.4,algebra,1,0,0
Box and Whisker,36843,53205,175999,27833,42:16.4,42:54.7,algebra,1,1,0
Box and Whisker,28915,53205,175946,24733,45:33.8,47:56.6,fill_in_1,1,1,0
Box and Whisker,28913,53205,175946,24731,47:58.3,49:11.4,choose_1,1,1,0
Box and Whisker,28916,53205,175946,24734,50:22.2,50:47.9,fill_in_1,1,1,0
Box and Whisker,36843,53207,175998,27833,37:34.6,39:09.3,algebra,1,0,0
Box and Whisker,36843,53209,175998,27833,39:05.9,39:47.7,algebra,1,0,0
Box and Whisker,36843,53209,175999,27833,22:26.5,22:59.0,algebra,1,1,0
Box and Whisker,28915,53209,175946,24733,25:45.0,30:20.8,fill_in_1,1,1,0
Box and Whisker,28913,53209,175946,24731,30:21.2,32:43.8,choose_1,1,0,0
Box and Whisker,28916,53209,175946,24734,34:20.9,36:49.0,fill_in_1,1,0,0
Inverse Relations,2213,53209,175901,2213,43:00.9,44:33.0,choose_1,1,1,0
Inverse Relations,882,53209,175901,882,44:46.7,44:21.2,choose_1,1,0,0
Box and Whisker,28913,53211,175946,24731,26:21.8,29:14.8,choose_1,1,1,0
Box and Whisker,28916,53211,175946,24734,41:07.6,42:37.4,fill_in_1,1,0,0
Box and Whisker,28915,53211,175946,24733,44:38.9,50:52.0,fill_in_1,1,1,0
Box and Whisker,36843,53215,175998,27833,49:20.3,50:33.9,algebra,1,0,0
Box and Whisker,36843,53215,175999,27833,53:38.5,54:18.1,algebra,1,1,0
Box and Whisker,28916,53215,175946,24734,42:32.9,44:00.2,fill_in_1,1,1,0
Box and Whisker,28913,53215,175946,24731,48:31.5,49:22.4,choose_1,1,1,0
Box and Whisker,28915,53215,175946,24733,50:40.2,51:53.9,fill_in_1,1,1,0
Congruence,1263,53216,175426,1263,30:39.8,30:55.6,algebra,1,0,0
Congruence,1263,53217,175426,1263,16:33.1,17:18.4,algebra,1,0,0
Congruence,34333,53217,175413,26517,18:55.2,19:02.7,choose_1,1,0,0
Congruence,33736,53217,175413,26291,19:03.3,19:34.9,choose_1,1,1,0
Congruence,33746,53217,175413,26292,19:36.2,20:07.5,choose_1,1,1,0
Congruence,33654,53217,175413,26272,20:08.7,20:13.5,choose_1,1,1,0
Congruence,1263,53218,175426,1263,28:00.9,28:38.1,algebra,1,0,0
Congruence,34333,53218,175413,26517,28:00.5,29:06.2,choose_1,1,0,0
Congruence,33736,53218,175413,26291,29:07.5,29:24.3,choose_1,1,0,0
Congruence,33746,53218,175413,26292,29:44.8,30:31.2,choose_1,1,0,0
Congruence,33654,53218,175413,26272,30:48.3,31:15.6,choose_1,1,0,0
Congruence,34333,53219,175413,26517,28:05.9,29:06.0,choose_1,1,0,0
Congruence,33736,53219,175413,26291,29:18.3,29:30.7,choose_1,1,1,0
Congruence,33746,53219,175413,26292,29:31.9,29:52.2,choose_1,1,1,0
Congruence,33654,53219,175413,26272,29:53.5,30:00.8,choose_1,1,0,0
Congruence,4468,53219,175335,4468,38:05.6,38:19.0,algebra,1,0,0
Congruence,34333,53220,175413,26517,46:22.4,46:30.8,choose_1,1,0,0
Congruence,33736,53220,175413,26291,46:32.4,46:56.9,choose_1,1,1,0
Congruence,33746,53220,175413,26292,47:00.1,47:42.6,choose_1,1,0,0
Congruence,33654,53220,175413,26272,48:01.6,48:11.0,choose_1,1,1,0
Inverse Relations,4535,53222,175362,4535,20:02.9,21:10.0,choose_1,1,0,0
Congruence,1263,53222,175426,1263,19:33.8,21:08.9,algebra,1,0,0
Congruence,34333,53222,175413,26517,45:27.7,45:44.5,choose_1,1,0,0
Congruence,33736,53222,175413,26291,45:46.1,45:56.8,choose_1,1,0,0
Congruence,33746,53222,175413,26292,46:24.3,47:03.9,choose_1,1,0,0
Congruence,33654,53222,175413,26272,47:20.2,47:31.9,choose_1,1,1,0
Inverse Relations,4535,53223,175362,4535,16:56.0,17:31.7,choose_1,1,0,0
Congruence,1263,53225,175426,1263,16:34.2,16:43.7,algebra,1,0,0
Congruence,34333,53225,175413,26517,50:48.9,50:57.5,choose_1,1,0,0
Congruence,33736,53225,175413,26291,50:58.7,51:08.8,choose_1,1,0,0
Congruence,33746,53225,175413,26292,51:19.4,51:27.0,choose_1,1,0,0
Congruence,33654,53225,175413,26272,51:35.7,51:44.1,choose_1,1,0,0
Congruence,4468,53225,175335,4468,31:31.2,31:33.5,algebra,1,0,0
Congruence,1263,53226,175426,1263,27:21.0,31:15.9,algebra,1,0,0
Congruence,34333,53226,175413,26517,27:54.4,28:00.8,choose_1,1,0,0
Congruence,33736,53226,175413,26291,28:08.1,28:17.4,choose_1,1,1,0
Congruence,33746,53226,175413,26292,28:18.8,28:23.5,choose_1,1,0,0
Congruence,33654,53226,175413,26272,28:33.5,28:38.0,choose_1,1,0,0
Congruence,1263,53227,175426,1263,28:43.4,31:21.7,algebra,1,0,0
Congruence,34333,53227,175413,26517,21:10.5,21:22.2,choose_1,1,0,0
Congruence,33736,53227,175413,26291,21:24.1,21:31.5,choose_1,1,1,0
Congruence,33746,53227,175413,26292,21:32.7,22:03.7,choose_1,1,0,0
Congruence,33654,53227,175413,26272,22:48.6,23:04.8,choose_1,1,1,0
